Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,School_Type_Public,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Scholarship_Score,Grant_Eligible,Grant_Percent,Grant_Amount
18,69,0.0,2.0,1,4,62,2.0,1,1,1.0,0.0,1.0,3,0,1,63,1.0,1.0,0.0,1.0,0.0,66.96191319751992,0,0,0
26,93,0.0,2.0,0,6,87,1.0,1,1,1.0,2.0,2.0,3,0,0,73,1.0,0.0,0.0,0.0,1.0,75.64216120460586,1,80,31200000
26,77,2.0,1.0,1,5,90,1.0,1,1,1.0,1.0,1.0,2,0,0,68,0.0,1.0,0.0,0.0,0.0,79.00797165633303,1,80,31200000
13,83,0.0,1.0,1,7,81,1.0,1,4,0.0,1.0,0.0,5,0,0,66,1.0,0.0,0.0,0.0,1.0,68.82196634189548,0,0,0
20,95,0.0,1.0,0,4,89,1.0,1,3,0.0,1.0,0.0,3,1,1,68,1.0,1.0,0.0,0.0,1.0,75.11071744906997,1,80,31200000
16,95,1.0,0.0,0,8,68,0.0,0,2,1.0,2.0,1.0,4,0,0,66,1.0,1.0,0.0,0.0,1.0,67.8476527900797,0,0,0
12,75,1.0,2.0,0,8,54,0.0,1,1,1.0,2.0,0.0,3,0,0,62,1.0,1.0,0.0,0.0,1.0,60.40744021257749,0,0,0
19,68,1.0,1.0,1,5,80,1.0,1,0,1.0,1.0,1.0,3,1,1,78,1.0,1.0,0.0,1.0,0.0,75.19929140832595,1,80,31200000
18,91,1.0,1.0,0,7,63,1.0,1,1,1.0,1.0,0.0,4,0,1,68,1.0,0.0,0.0,0.0,1.0,73.51638618246236,1,75,29250000
35,77,2.0,2.0,1,8,89,1.0,1,5,2.0,1.0,2.0,4,0,0,77,1.0,0.0,0.0,0.0,1.0,83.34809565987598,1,85,33150000
23,68,2.0,0.0,1,8,68,1.0,1,1,1.0,1.0,1.0,2,0,1,65,1.0,0.0,0.0,0.0,1.0,74.49069973427811,1,75,29250000
12,96,2.0,2.0,1,5,84,0.0,1,3,2.0,1.0,2.0,4,0,0,73,1.0,0.0,1.0,0.0,1.0,69.97342781222319,0,0,0
17,68,1.0,0.0,1,5,78,1.0,1,4,0.0,0.0,2.0,2,0,1,64,1.0,0.0,0.0,0.0,1.0,71.30203720106289,1,75,29250000
26,61,0.0,2.0,1,9,91,1.0,0,0,2.0,2.0,2.0,4,0,0,67,0.0,0.0,0.0,0.0,1.0,62.35606731620904,0,0,0
33,61,2.0,1.0,0,6,92,1.0,1,1,1.0,1.0,2.0,4,0,0,69,1.0,1.0,0.0,0.0,1.0,79.80513728963685,1,80,31200000
10,85,0.0,0.0,1,6,53,2.0,1,1,0.0,1.0,1.0,3,1,1,60,0.0,1.0,0.0,1.0,0.0,69.0876882196634,0,0,0
9,86,2.0,1.0,0,8,65,2.0,1,0,1.0,1.0,2.0,3,0,0,66,1.0,0.0,0.0,0.0,1.0,76.43932683790965,1,80,31200000
31,72,0.0,2.0,1,5,94,2.0,1,2,0.0,0.0,2.0,2,0,1,70,1.0,1.0,0.0,0.0,1.0,81.39946855624447,1,85,33150000
22,73,2.0,1.0,1,7,70,0.0,0,2,0.0,1.0,2.0,3,0,1,66,1.0,0.0,0.0,0.0,1.0,75.46501328609388,1,80,31200000
15,74,2.0,1.0,1,8,76,1.0,1,1,1.0,0.0,1.0,4,0,1,64,1.0,1.0,0.0,0.0,0.0,71.47918511957484,1,75,29250000
23,87,1.0,2.0,0,5,59,1.0,1,1,2.0,0.0,1.0,4,0,1,70,1.0,0.0,0.0,0.0,1.0,71.6563330380868,1,75,29250000
4,62,1.0,1.0,0,6,78,2.0,1,3,2.0,1.0,1.0,2,0,0,58,1.0,1.0,0.0,0.0,0.0,56.86448184233834,0,0,0
20,97,1.0,2.0,1,5,63,1.0,1,0,0.0,1.0,0.0,3,0,0,69,1.0,0.0,0.0,0.0,0.0,80.42515500442869,1,85,33150000
22,69,1.0,1.0,1,6,91,0.0,1,0,2.0,2.0,1.0,1,1,1,64,0.0,1.0,0.0,1.0,0.0,60.4074402125775,0,0,0
26,100,0.0,1.0,0,9,60,1.0,1,2,1.0,1.0,2.0,4,0,1,72,1.0,1.0,0.0,0.0,1.0,76.35075287865367,1,80,31200000
14,67,1.0,1.0,1,9,68,0.0,1,1,0.0,1.0,1.0,3,1,1,60,1.0,1.0,0.0,0.0,1.0,63.24180690876883,0,0,0
21,91,1.0,1.0,1,7,55,2.0,1,2,2.0,1.0,1.0,3,0,0,70,0.0,1.0,0.0,0.0,1.0,75.90788308237379,1,80,31200000
14,69,1.0,0.0,1,8,79,1.0,1,1,2.0,1.0,0.0,1,0,0,62,1.0,0.0,1.0,1.0,0.0,60.23029229406555,0,0,0
22,63,1.0,1.0,1,8,97,1.0,1,1,2.0,2.0,1.0,3,0,0,66,1.0,1.0,0.0,1.0,0.0,64.83613817537643,0,0,0
15,95,1.0,1.0,1,6,59,0.0,1,0,1.0,1.0,2.0,5,0,0,66,0.0,1.0,0.0,0.0,0.0,67.40478299379981,0,0,0
18,94,0.0,1.0,1,7,51,1.0,1,1,0.0,1.0,1.0,3,1,1,65,1.0,0.0,0.0,1.0,0.0,72.4534986713906,1,75,29250000
14,76,2.0,1.0,1,5,71,1.0,1,1,0.0,1.0,0.0,3,0,1,64,1.0,1.0,0.0,0.0,1.0,75.81930912311779,1,80,31200000
24,88,2.0,1.0,1,6,87,1.0,1,1,2.0,0.0,2.0,3,0,0,72,0.0,1.0,0.0,0.0,1.0,77.76793622674933,1,80,31200000
25,82,1.0,1.0,1,7,99,2.0,1,3,0.0,2.0,1.0,2,0,0,71,1.0,1.0,0.0,0.0,1.0,85.47387068201948,1,90,35100000
19,94,0.0,2.0,0,5,53,1.0,1,1,1.0,1.0,1.0,3,0,0,68,1.0,1.0,0.0,0.0,1.0,70.06200177147917,1,75,29250000
20,73,2.0,1.0,1,5,89,1.0,1,2,1.0,2.0,2.0,5,1,0,68,1.0,1.0,0.0,1.0,0.0,75.64216120460586,1,80,31200000
11,81,0.0,1.0,1,6,68,2.0,1,2,2.0,1.0,0.0,3,0,0,64,0.0,0.0,1.0,0.0,0.0,62.090345438441084,0,0,0
18,79,0.0,1.0,1,9,58,1.0,1,3,1.0,2.0,0.0,3,0,0,65,1.0,1.0,0.0,0.0,1.0,65.36758193091231,0,0,0
20,74,1.0,2.0,1,9,60,1.0,0,1,0.0,1.0,2.0,3,0,0,64,1.0,1.0,0.0,1.0,0.0,73.69353410097432,1,75,29250000
36,96,1.0,0.0,0,7,96,1.0,1,1,0.0,2.0,2.0,3,0,0,75,1.0,0.0,0.0,1.0,0.0,90.52258635961027,1,95,37050000
13,67,0.0,1.0,1,8,90,1.0,1,2,0.0,1.0,0.0,2,0,1,61,0.0,1.0,0.0,0.0,1.0,63.3303808680248,0,0,0
29,66,2.0,2.0,0,6,66,1.0,1,0,1.0,1.0,0.0,3,0,1,68,0.0,0.0,1.0,0.0,1.0,78.38795394154118,1,80,31200000
26,83,1.0,1.0,0,4,97,0.0,1,2,0.0,2.0,0.0,4,0,1,70,1.0,0.0,0.0,1.0,0.0,76.70504871567758,1,80,31200000
22,86,2.0,1.0,0,6,55,1.0,1,5,2.0,0.0,0.0,3,0,0,71,0.0,0.0,1.0,0.0,1.0,75.99645704162975,1,80,31200000
31,68,0.0,2.0,1,7,66,0.0,1,0,0.0,1.0,2.0,3,0,1,66,1.0,1.0,0.0,0.0,1.0,69.70770593445526,0,0,0
22,76,2.0,0.0,1,7,83,0.0,1,0,0.0,1.0,2.0,1,0,1,66,1.0,0.0,0.0,0.0,1.0,75.99645704162977,1,80,31200000
22,98,1.0,1.0,1,7,100,0.0,1,0,0.0,1.0,1.0,3,0,1,70,1.0,1.0,0.0,0.0,0.0,77.59078830823736,1,80,31200000
20,70,0.0,1.0,0,7,73,1.0,1,0,0.0,1.0,0.0,5,0,0,62,1.0,1.0,0.0,0.0,1.0,67.49335695305578,0,0,0
27,87,2.0,0.0,1,6,91,0.0,1,4,2.0,1.0,1.0,4,0,1,72,1.0,1.0,0.0,1.0,0.0,74.49069973427811,1,75,29250000
27,90,2.0,1.0,0,8,96,2.0,1,0,1.0,1.0,0.0,4,0,1,72,1.0,1.0,0.0,1.0,0.0,88.30823737821079,1,90,35100000
16,78,0.0,1.0,1,5,50,1.0,1,2,0.0,1.0,2.0,2,0,1,63,0.0,0.0,0.0,1.0,0.0,67.67050487156776,0,0,0
12,98,2.0,0.0,1,8,64,1.0,0,5,0.0,1.0,1.0,5,0,0,69,1.0,0.0,0.0,0.0,1.0,81.48804251550044,1,85,33150000
19,89,1.0,1.0,1,6,55,1.0,1,0,1.0,2.0,2.0,2,0,1,68,1.0,0.0,1.0,1.0,0.0,73.60496014171832,1,75,29250000
15,78,2.0,2.0,1,10,89,0.0,1,0,1.0,1.0,1.0,3,0,1,67,1.0,1.0,0.0,0.0,1.0,69.35341009743135,0,0,0
20,83,2.0,2.0,1,7,78,2.0,1,3,0.0,1.0,1.0,2,0,0,71,0.0,0.0,0.0,0.0,1.0,87.86536758193091,1,90,35100000
27,88,0.0,1.0,1,6,55,0.0,0,2,0.0,1.0,2.0,5,0,1,67,1.0,1.0,0.0,0.0,0.0,72.01062887511071,1,75,29250000
17,84,0.0,0.0,1,6,71,0.0,1,0,1.0,1.0,0.0,4,1,1,62,0.0,1.0,0.0,0.0,1.0,59.78742249778565,0,0,0
20,95,1.0,1.0,0,6,76,1.0,1,0,0.0,2.0,2.0,4,0,0,69,0.0,1.0,0.0,1.0,0.0,80.07085916740479,1,85,33150000
20,74,2.0,1.0,1,8,85,1.0,1,2,0.0,1.0,2.0,0,0,1,67,1.0,1.0,0.0,0.0,1.0,79.71656333038086,1,80,31200000
25,72,1.0,2.0,1,7,89,1.0,1,2,0.0,2.0,2.0,3,0,0,71,1.0,0.0,1.0,0.0,1.0,79.27369353410097,1,80,31200000
7,69,1.0,2.0,1,8,54,2.0,1,1,1.0,2.0,2.0,2,0,1,87,1.0,1.0,0.0,0.0,0.0,79.27369353410097,1,80,31200000
16,62,0.0,1.0,0,8,74,1.0,1,2,2.0,2.0,1.0,3,0,1,62,0.0,1.0,0.0,1.0,0.0,55.44729849424268,0,0,0
21,62,2.0,0.0,1,7,58,1.0,1,2,0.0,2.0,2.0,1,0,0,64,1.0,0.0,0.0,0.0,1.0,76.43932683790965,1,80,31200000
27,95,1.0,2.0,0,8,88,2.0,1,3,1.0,1.0,2.0,2,0,0,74,0.0,1.0,0.0,0.0,0.0,85.8281665190434,1,90,35100000
17,87,2.0,2.0,1,9,83,1.0,1,0,0.0,2.0,1.0,2,0,1,69,1.0,0.0,0.0,1.0,0.0,81.75376439326837,1,85,33150000
9,86,2.0,1.0,0,8,86,1.0,1,1,0.0,2.0,1.0,1,0,1,65,1.0,1.0,0.0,0.0,1.0,75.90788308237379,1,80,31200000
24,85,0.0,1.0,1,7,54,1.0,0,2,1.0,0.0,1.0,3,0,0,66,1.0,0.0,0.0,1.0,0.0,69.61913197519928,0,0,0
16,94,1.0,1.0,1,8,76,0.0,1,3,1.0,1.0,0.0,4,0,0,70,1.0,0.0,1.0,0.0,1.0,69.79627989371124,0,0,0
13,79,2.0,2.0,0,5,92,1.0,1,3,1.0,1.0,1.0,3,0,1,68,1.0,1.0,0.0,0.0,1.0,73.60496014171832,1,75,29250000
16,95,0.0,0.0,0,10,86,1.0,1,4,2.0,1.0,2.0,2,0,0,70,1.0,0.0,0.0,0.0,1.0,65.54472984942427,0,0,0
19,74,2.0,2.0,0,8,93,2.0,1,1,1.0,1.0,0.0,3,0,1,68,1.0,1.0,0.0,0.0,1.0,79.80513728963685,1,80,31200000
16,97,2.0,0.0,1,8,60,1.0,1,0,0.0,2.0,2.0,3,0,1,69,1.0,1.0,0.0,0.0,1.0,83.08237378210805,1,85,33150000
7,88,1.0,2.0,1,7,64,0.0,1,2,1.0,2.0,1.0,4,0,1,66,1.0,0.0,1.0,1.0,0.0,62.62178919397697,0,0,0
25,70,1.0,1.0,1,4,72,1.0,1,0,0.0,0.0,1.0,4,0,1,65,1.0,0.0,0.0,1.0,0.0,75.73073516386182,1,80,31200000
28,83,1.0,1.0,1,7,76,1.0,1,1,1.0,1.0,2.0,3,0,1,71,1.0,0.0,0.0,0.0,1.0,78.12223206377324,1,80,31200000
24,81,1.0,0.0,1,7,63,1.0,1,1,0.0,1.0,2.0,3,0,1,66,1.0,1.0,0.0,1.0,0.0,77.76793622674933,1,80,31200000
13,66,0.0,1.0,1,6,69,0.0,1,2,0.0,1.0,2.0,4,0,1,61,0.0,1.0,0.0,0.0,1.0,58.72453498671392,0,0,0
19,84,1.0,1.0,1,6,84,1.0,1,3,1.0,2.0,1.0,2,0,1,69,1.0,0.0,1.0,1.0,0.0,73.25066430469442,1,75,29250000
20,73,1.0,1.0,0,6,82,0.0,1,1,1.0,2.0,0.0,3,0,1,65,0.0,0.0,0.0,0.0,1.0,65.19043401240035,0,0,0
24,62,1.0,1.0,1,8,56,1.0,1,0,1.0,1.0,2.0,2,0,1,63,0.0,0.0,0.0,1.0,0.0,68.37909654561558,0,0,0
24,98,1.0,0.0,1,9,99,2.0,1,2,0.0,2.0,1.0,2,0,0,73,1.0,0.0,1.0,0.0,0.0,88.92825509300266,1,90,35100000
16,86,2.0,1.0,1,7,78,0.0,1,1,0.0,1.0,2.0,4,0,1,68,0.0,0.0,1.0,1.0,0.0,76.17360496014172,1,80,31200000
20,95,1.0,1.0,1,6,74,1.0,1,1,2.0,0.0,2.0,4,0,0,70,1.0,1.0,0.0,0.0,0.0,71.74490699734277,1,75,29250000
23,87,1.0,1.0,1,6,98,1.0,1,3,1.0,1.0,1.0,3,0,1,72,1.0,0.0,0.0,0.0,1.0,77.14791851195749,1,80,31200000
29,74,2.0,1.0,1,7,57,1.0,0,3,1.0,1.0,2.0,2,0,1,68,0.0,1.0,0.0,1.0,0.0,79.80513728963685,1,80,31200000
24,81,1.0,1.0,0,7,77,1.0,1,0,2.0,1.0,2.0,3,0,1,68,0.0,1.0,0.0,0.0,1.0,69.97342781222319,0,0,0
25,87,2.0,1.0,1,8,90,1.0,1,1,0.0,1.0,0.0,4,0,0,71,1.0,1.0,0.0,0.0,1.0,86.35961027457927,1,90,35100000
21,98,0.0,0.0,1,6,70,1.0,1,1,1.0,1.0,2.0,3,0,1,68,1.0,1.0,0.0,1.0,0.0,71.6563330380868,1,75,29250000
28,70,2.0,0.0,1,8,87,2.0,1,3,0.0,1.0,1.0,3,0,1,70,1.0,0.0,1.0,1.0,0.0,88.57395925597874,1,90,35100000
22,95,1.0,0.0,1,8,95,1.0,0,2,0.0,2.0,1.0,4,0,0,70,0.0,1.0,0.0,0.0,1.0,81.48804251550044,1,85,33150000
15,97,2.0,1.0,1,6,63,0.0,1,2,1.0,1.0,1.0,3,0,0,69,1.0,1.0,0.0,0.0,1.0,73.78210806023029,1,75,29250000
28,87,2.0,1.0,1,4,62,2.0,1,2,0.0,2.0,2.0,4,0,0,73,1.0,1.0,0.0,0.0,1.0,93.17980513728963,1,95,37050000
24,97,1.0,1.0,1,6,68,0.0,1,1,1.0,2.0,1.0,4,0,1,72,1.0,0.0,0.0,0.0,1.0,74.933569530558,1,75,29250000
17,76,1.0,2.0,0,9,71,1.0,1,0,1.0,2.0,1.0,3,0,1,67,1.0,0.0,1.0,0.0,1.0,69.88485385296724,0,0,0
17,98,2.0,1.0,0,4,56,1.0,1,2,0.0,0.0,2.0,3,0,0,69,0.0,1.0,0.0,0.0,1.0,83.7023914968999,1,85,33150000
22,88,0.0,1.0,1,9,62,1.0,1,1,2.0,1.0,0.0,3,0,1,68,0.0,0.0,0.0,0.0,1.0,65.89902568644818,0,0,0
23,62,2.0,0.0,0,4,94,1.0,1,0,1.0,0.0,2.0,3,0,0,64,0.0,0.0,1.0,0.0,0.0,72.8963684676705,1,75,29250000
21,96,0.0,2.0,1,6,78,0.0,1,2,1.0,2.0,1.0,3,0,0,71,0.0,1.0,0.0,1.0,0.0,68.46767050487156,0,0,0
22,79,2.0,1.0,1,6,63,1.0,1,1,1.0,2.0,1.0,4,0,0,68,1.0,1.0,0.0,0.0,1.0,77.59078830823736,1,80,31200000
30,78,1.0,2.0,1,10,97,1.0,1,1,0.0,0.0,2.0,2,0,1,70,0.0,1.0,0.0,0.0,0.0,82.0194862710363,1,85,33150000
26,83,1.0,2.0,1,7,89,1.0,1,3,0.0,1.0,2.0,3,0,1,72,0.0,1.0,0.0,1.0,0.0,82.19663418954826,1,85,33150000
21,66,0.0,2.0,1,7,68,2.0,1,2,0.0,1.0,2.0,1,0,0,65,1.0,1.0,0.0,0.0,1.0,73.25066430469442,1,75,29250000
26,79,1.0,2.0,0,6,88,1.0,1,1,0.0,2.0,2.0,3,1,1,70,1.0,0.0,0.0,0.0,1.0,80.42515500442869,1,85,33150000
14,93,1.0,1.0,0,8,80,0.0,1,2,0.0,1.0,2.0,4,0,1,69,0.0,0.0,1.0,0.0,1.0,72.63064658990257,1,75,29250000
22,61,1.0,1.0,0,6,84,0.0,1,0,1.0,1.0,2.0,2,0,1,64,1.0,0.0,1.0,0.0,1.0,63.41895482728077,0,0,0
31,71,0.0,2.0,1,7,66,1.0,1,3,0.0,1.0,0.0,1,0,1,67,0.0,1.0,0.0,0.0,1.0,75.19929140832595,1,80,31200000
19,60,2.0,2.0,1,6,60,2.0,1,1,0.0,1.0,2.0,2,0,1,65,1.0,0.0,0.0,0.0,1.0,80.15943312666076,1,85,33150000
15,77,0.0,1.0,1,8,63,1.0,1,0,1.0,1.0,1.0,1,0,0,62,1.0,1.0,0.0,0.0,1.0,62.090345438441084,0,0,0
16,89,2.0,1.0,0,8,54,1.0,1,2,0.0,2.0,2.0,2,0,1,68,0.0,0.0,0.0,1.0,0.0,81.13374667847651,1,85,33150000
13,92,1.0,2.0,0,6,74,2.0,1,2,0.0,1.0,1.0,2,0,1,68,0.0,0.0,0.0,0.0,1.0,80.33658104517272,1,85,33150000
15,98,1.0,1.0,0,6,70,0.0,1,1,1.0,2.0,2.0,3,0,1,68,0.0,1.0,0.0,1.0,0.0,68.99911426040745,0,0,0
18,84,1.0,0.0,1,6,50,1.0,1,4,2.0,2.0,0.0,3,0,1,68,0.0,0.0,1.0,0.0,1.0,67.8476527900797,0,0,0
12,70,1.0,1.0,1,7,93,1.0,1,1,0.0,2.0,1.0,4,0,0,62,1.0,1.0,0.0,0.0,0.0,68.37909654561558,0,0,0
20,97,1.0,0.0,1,8,84,0.0,1,4,1.0,1.0,2.0,5,0,0,72,1.0,1.0,0.0,0.0,1.0,73.16209034543843,1,75,29250000
25,91,0.0,1.0,0,7,72,1.0,1,1,1.0,2.0,1.0,3,0,1,69,0.0,0.0,0.0,0.0,0.0,72.71922054915854,1,75,29250000
15,83,1.0,2.0,0,4,98,0.0,1,3,0.0,2.0,2.0,3,0,0,68,1.0,1.0,0.0,1.0,0.0,70.77059344552701,1,75,29250000
29,88,0.0,1.0,1,8,97,1.0,1,4,0.0,2.0,0.0,3,1,1,71,1.0,0.0,0.0,1.0,0.0,79.45084145261293,1,80,31200000
23,97,0.0,2.0,1,5,55,1.0,1,0,1.0,0.0,1.0,3,0,0,69,1.0,1.0,0.0,1.0,0.0,72.8963684676705,1,75,29250000
26,88,0.0,2.0,0,6,81,1.0,1,1,2.0,1.0,2.0,2,0,1,71,1.0,1.0,0.0,0.0,1.0,69.26483613817538,0,0,0
16,75,1.0,2.0,1,7,91,0.0,1,2,0.0,0.0,2.0,5,0,1,65,1.0,1.0,0.0,0.0,0.0,68.20194862710363,0,0,0
25,89,1.0,2.0,0,7,59,1.0,1,1,0.0,1.0,1.0,4,1,1,68,1.0,1.0,0.0,0.0,1.0,80.69087688219663,1,85,33150000
13,62,1.0,1.0,1,8,56,0.0,1,1,0.0,2.0,2.0,4,1,0,60,1.0,1.0,0.0,0.0,1.0,61.91319751992914,0,0,0
25,75,1.0,1.0,1,6,63,0.0,1,3,2.0,1.0,1.0,4,0,1,68,0.0,1.0,0.0,0.0,1.0,64.92471213463241,0,0,0
21,76,0.0,2.0,0,6,64,1.0,1,1,1.0,1.0,1.0,4,0,0,66,1.0,1.0,0.0,0.0,1.0,66.69619131975199,0,0,0
23,67,1.0,1.0,0,7,98,0.0,1,4,0.0,1.0,1.0,3,0,1,66,0.0,1.0,0.0,1.0,0.0,70.4162976085031,1,75,29250000
13,61,1.0,1.0,1,8,89,0.0,1,4,0.0,1.0,1.0,4,0,0,62,0.0,1.0,0.0,0.0,0.0,62.79893711248893,0,0,0
15,65,1.0,1.0,0,8,53,1.0,1,2,0.0,1.0,0.0,3,0,1,61,1.0,0.0,0.0,0.0,1.0,68.2905225863596,0,0,0
24,86,2.0,1.0,0,7,89,0.0,1,2,0.0,1.0,0.0,3,0,0,69,1.0,0.0,1.0,0.0,0.0,80.24800708591673,1,85,33150000
14,92,1.0,2.0,1,9,58,2.0,1,1,2.0,0.0,2.0,2,0,1,69,1.0,1.0,0.0,0.0,1.0,72.4534986713906,1,75,29250000
23,100,1.0,1.0,1,9,68,1.0,1,4,2.0,2.0,0.0,3,0,1,74,0.0,0.0,1.0,0.0,1.0,76.08503100088573,1,80,31200000
12,74,1.0,2.0,1,8,66,0.0,1,1,0.0,1.0,0.0,4,0,0,62,1.0,1.0,0.0,0.0,1.0,64.65899025686448,0,0,0
25,84,1.0,1.0,1,5,64,1.0,1,0,0.0,1.0,0.0,3,0,0,67,1.0,0.0,0.0,1.0,0.0,79.27369353410097,1,80,31200000
13,97,2.0,1.0,0,8,65,2.0,1,1,0.0,1.0,2.0,2,0,0,69,0.0,1.0,0.0,0.0,1.0,86.18246235606732,1,90,35100000
23,67,2.0,0.0,1,7,88,1.0,1,1,0.0,1.0,2.0,4,0,1,66,0.0,1.0,0.0,0.0,1.0,79.27369353410097,1,80,31200000
24,89,1.0,2.0,1,6,63,1.0,1,2,2.0,1.0,2.0,3,0,1,72,0.0,0.0,0.0,0.0,1.0,73.51638618246236,1,75,29250000
16,90,2.0,0.0,0,6,90,1.0,1,2,2.0,1.0,1.0,3,0,1,69,1.0,1.0,0.0,0.0,1.0,72.98494242692648,1,75,29250000
23,64,1.0,2.0,1,7,55,1.0,1,0,1.0,1.0,2.0,4,0,1,65,1.0,1.0,0.0,1.0,0.0,69.35341009743135,0,0,0
22,94,1.0,2.0,0,6,80,0.0,1,0,2.0,1.0,2.0,2,0,1,72,0.0,0.0,1.0,0.0,1.0,69.0876882196634,0,0,0
17,93,0.0,1.0,1,7,93,0.0,1,2,1.0,1.0,2.0,4,0,1,69,0.0,1.0,0.0,0.0,1.0,65.10186005314436,0,0,0
14,61,1.0,2.0,0,7,54,1.0,1,3,0.0,1.0,2.0,2,1,0,60,1.0,1.0,0.0,0.0,1.0,66.60761736049602,0,0,0
8,64,2.0,1.0,0,7,82,2.0,1,0,2.0,1.0,1.0,1,1,0,61,1.0,0.0,1.0,0.0,1.0,65.0132860938884,0,0,0
22,62,2.0,0.0,0,8,76,1.0,1,1,1.0,0.0,1.0,3,0,1,63,1.0,1.0,0.0,0.0,1.0,71.92205491585473,1,75,29250000
11,73,1.0,1.0,0,7,67,1.0,0,3,1.0,2.0,2.0,5,1,1,63,0.0,0.0,1.0,0.0,1.0,64.5704162976085,0,0,0
21,80,1.0,1.0,1,6,55,2.0,1,1,2.0,2.0,0.0,3,0,1,68,1.0,0.0,1.0,1.0,0.0,72.8963684676705,1,75,29250000
18,81,1.0,1.0,1,4,84,0.0,1,1,1.0,1.0,2.0,4,0,0,68,0.0,0.0,0.0,0.0,1.0,67.31620903454385,0,0,0
24,71,2.0,1.0,0,8,65,1.0,1,1,0.0,1.0,0.0,2,0,1,65,0.0,1.0,0.0,0.0,1.0,79.89371124889283,1,80,31200000
18,96,1.0,2.0,0,7,67,1.0,1,1,2.0,1.0,2.0,2,0,0,71,1.0,1.0,0.0,0.0,1.0,71.56775907883083,1,75,29250000
18,75,1.0,1.0,1,7,86,0.0,1,1,0.0,1.0,0.0,3,0,1,64,0.0,1.0,0.0,0.0,1.0,68.55624446412754,0,0,0
24,62,1.0,1.0,0,9,97,1.0,1,1,1.0,1.0,0.0,2,0,1,65,0.0,0.0,1.0,0.0,1.0,69.44198405668733,0,0,0
22,72,2.0,1.0,1,5,67,0.0,1,2,1.0,1.0,1.0,4,0,0,67,1.0,0.0,0.0,0.0,1.0,71.39061116031885,1,75,29250000
22,81,2.0,1.0,0,7,87,0.0,1,0,0.0,1.0,1.0,2,0,0,67,1.0,1.0,0.0,0.0,1.0,77.41364038972542,1,80,31200000
23,76,0.0,1.0,1,6,98,1.0,1,1,0.0,2.0,1.0,3,0,1,67,1.0,0.0,0.0,1.0,0.0,72.54207263064659,1,75,29250000
11,71,0.0,1.0,1,8,55,1.0,1,1,0.0,1.0,0.0,3,0,0,87,1.0,0.0,0.0,0.0,1.0,76.97077059344551,1,80,31200000
25,65,2.0,2.0,1,4,76,2.0,1,1,2.0,1.0,1.0,1,0,0,67,0.0,1.0,0.0,1.0,0.0,75.90788308237377,1,80,31200000
24,93,2.0,1.0,1,8,51,2.0,1,4,1.0,1.0,2.0,2,1,1,72,0.0,1.0,0.0,0.0,1.0,87.51107174490699,1,90,35100000
14,100,1.0,0.0,1,8,91,2.0,1,0,0.0,2.0,1.0,3,0,0,69,1.0,1.0,0.0,0.0,1.0,82.72807794508414,1,85,33150000
19,73,1.0,1.0,1,6,64,0.0,1,1,2.0,1.0,2.0,3,0,0,65,1.0,0.0,0.0,1.0,0.0,60.31886625332151,0,0,0
20,75,2.0,1.0,1,7,67,0.0,1,1,0.0,1.0,2.0,4,0,0,66,0.0,1.0,0.0,0.0,1.0,74.933569530558,1,75,29250000
19,85,2.0,2.0,0,6,84,0.0,1,3,1.0,1.0,0.0,3,0,1,70,0.0,0.0,1.0,0.0,1.0,73.95925597874225,1,75,29250000
22,89,2.0,2.0,1,8,89,1.0,1,0,1.0,1.0,1.0,3,0,1,71,0.0,1.0,0.0,1.0,0.0,80.95659875996458,1,85,33150000
29,76,1.0,2.0,1,8,70,0.0,0,1,0.0,0.0,1.0,4,0,0,67,1.0,0.0,0.0,1.0,0.0,75.19929140832595,1,80,31200000
26,96,2.0,1.0,0,5,83,1.0,1,0,1.0,2.0,2.0,2,0,1,72,1.0,1.0,0.0,0.0,0.0,84.49955713020371,1,85,33150000
12,82,0.0,1.0,0,5,98,1.0,1,0,0.0,2.0,1.0,1,0,1,63,1.0,1.0,0.0,1.0,0.0,66.60761736049602,0,0,0
24,78,2.0,0.0,1,9,94,0.0,1,0,0.0,2.0,1.0,4,0,0,67,1.0,1.0,0.0,1.0,0.0,77.76793622674933,1,80,31200000
28,86,0.0,1.0,0,10,85,1.0,1,6,0.0,2.0,1.0,2,0,1,72,1.0,1.0,0.0,0.0,1.0,79.18511957484499,1,80,31200000
22,98,1.0,1.0,0,8,97,0.0,1,1,2.0,1.0,2.0,1,1,0,72,0.0,0.0,1.0,0.0,1.0,69.79627989371124,0,0,0
27,92,1.0,1.0,0,8,94,1.0,0,1,0.0,1.0,0.0,4,0,0,70,0.0,0.0,0.0,0.0,1.0,83.17094774136405,1,85,33150000
32,62,2.0,1.0,0,7,86,0.0,1,0,0.0,1.0,2.0,2,0,0,67,1.0,1.0,0.0,0.0,1.0,78.47652790079715,1,80,31200000
26,73,1.0,1.0,0,7,96,2.0,1,0,1.0,2.0,1.0,3,0,0,68,0.0,1.0,0.0,0.0,1.0,78.29937998228522,1,80,31200000
